AUTHOR_ID,AUTHOR_NAME,TITLE ID,TITLE,LANGUAGE,GENRE,NUSHA,NUSHA_META,NUSHA_DATE,NUSHA_DIMENSION,BASKI,BASKI_META,BASKI_PLACE,PUBLISHER,BASKI_DATE,BASKI_DIMENSION,CONTENT_LOCATION,BIBLIOGRAPHY,KEYWORDS
8,AHMED B ABDUSSALÂM ALMANÜFÎ,,al-Fayz al-Madîd fi Ahbâr al-Nîl al-Sa‘îd,A,,YES,"*Dâr al-Kutub, nr. 429: nesihle, İstinsahı H. 988'de.
*Dâr al-Kutub, nr. 66: nesihle, İstinsahı H. 1154 'de. Fihris al-Kutub al-‘Arabiyyat al-Mavcüda bi'l-Dâr li Ğayati Sene 1932 , VI, ",H. 988; H. 1154; 1932,,NO,,,,,,Ceyhun; Dicle; Fırat; Nil; Paris; Seyhun,"İbn al-‘İmad al-Hanbalî, Şazarat al-Zahab, Kahire 1350, VIII, 150; KS, I, 154; HA, I, 528; Zirikli, I, 233; Serkis, s. 1807.",
8,AHMED B ABDUSSALÂM ALMANÜFÎ,,,,,,,,,,,,,,,,,
9,KAYIT ALDÂVÜDÎ,,Manâzil al-Hacc,T,,YES,"*Esad Efendi, nr.1827/2: talikle, yap.41b-60a, 19x28(9x18) cm, 21 satır. Müellif nüshası olabilir.",,19x28(9x18) cm,NO,,,,,,Mekke; Mısır,,
9,KAYIT ALDÂVÜDÎ,,,,,,,,,,,,,,,,,
10,ALÎ B AHMED B MUHAMMED ALŞARKÎ ALSAFAKUSÎ,,"
*Bibliotheque Nationale, AY, 2278: 9 yaprak, 25x20 cm. İstinsahı H. 958'de. Cat de Slane, II, ",,,,,,,,,,,,,,,
11,PÎRÎ REÎS,,Haritaları,T,,NO,,,,NO,,,,,,Afrika; Ankara; Avrupa; Çin; İspanya; İstanbul; Portekiz; Revan; Topkapı,"SO, II, 44; K. Foy, “Die Vindrose bei Osmanen und Greichen mit Benutzug der Bahriye des admirals Piri Reis vom Fahr 1520 f."", MSOS, 11 (1908), s. 234-247; E. Sachau, “Sicilien nach dem Turkischen Geographen Piri Reis”, Centenario Amari, II (1910) s. 1-10; OM, III, 315; Franz Taeschner, “Die Geographische Literatür der Osmanen”, ZDMG N.F. 2, LXXVIII, 1923, s. 43-48; P. Kahle, “Piri Re'is und Seine Bahrije”, Beitr. zur hist. Geog., Kultur-geog., Ethnog. und Kartog. vornehmlich des Orients, hrsg. von Hans Mzik, 1929, s.60-76; aynı müellif, Die verschollene Columbus Kart von Jahr 1498 in einer turkischen Weltkarte vom 1513, Leipzig 1933; aynı müellif, “A Lost Map of Colombus”, Geographical Review, 'V XXIII, 1933, s. 621-638; aynı müellif, “Piri Reis the Turkish Sailor and Cartographer”, Journal of the Panjab University Historical Society, 4 (1956), s. 99-108; R. Almagia, “1 Mappamondo di Piri Reis e la Carta di Colombo del 1498”, Bollettino della Reale Societa Geografica Italiana, 71 (1934) s.442-449; Afet İnan, “Un Amiral, Geographe Turc du XVIe
25
Siecle. Piri Reis, Auteıır de la Plus Ancienne Carte de l'Amerique”, Türk Tarih Kurumu, (1937) + s.333-349; aynı müellif, Piri Reis’in Hayatı ve Eserleri, Ankara 1974; İbrahim Hakkı -v (Konyalı), Topkapısarayı'nda Deri Üzerine Yapılmış Eski Haritalar, İstanbul, s. 53-54, 64-65,
66-74, 77-78, 122-129; Adıvar, s. 74-85;Türk Meşhurları, s. 309-310; Fuad Ezgü, ""Piri Reis"" 4-maddesi, ÎA, IX, 561-564; TA, XXVII, 30-33; “Turkish Maps in the Topkapı Saray Museum”,
Imago Mundi, VI, 1949, s. 92; H. G. Yurdaydın, ""Kitab-ı Bahriye'nin Telifi Meselesi"", DTCFD, X/l-2, Ankara 1952, s. 143-146; Leo Bagrow, “A Tale From the Bosphorus (some impressions from my work at the Topkapı Saray Library)”, Imago Mundi, XII, 1955, s. 28; F. Babinger, “Seyyid Nuh and his Turkish Sailing Handbook”, Imago Mundi, XII, 1955, s. 181; Charles H. Hapgood, Maps of the Ancient Sea Kings Eyzation in the Ice Age, Philadelphia and New-York 1966, s. 4-21; aynı müellif, Maps of the Ancient Sea King Evidence of Advanced Civilization in the Ice Age The Secrets of the Piri Reis Map and The Piri Reis Map in Detail a Biography of Piri Reis, Nevvyork 1966, s. 209-247; E. H. Van de Waal, “Manuscript Maps in the Topkapı Saray Library, İstanbul”, Imago Mundi, XXIII, 1969, s. 81-84; Svat Soucek, Islamic Chapting in the Mediterranean, aynı eser, s. 265-279, 288, 290-292; aynı müellif, , “The Ali Macar Reis Atlas and the Deniz Kitabı: Their Place in the Genre of Portolan Charts and Atlases”, Imago Mundi, XXV, 1971, s. 26-27; aynı müellif, “A Propos du Livre d'İnstructions Nautiques de Piri Re'is”, Revue des etudes islamiques, 41 (1973) s.241-255; aynı müellif, “Tunisia in the Kitab-ı Bahriye by Piri Reis”, Archivum Ottomanicum, 5 (1973), s.129-296; aynı müellif, A- “Cairo in Piri Reis's Kitab-ı Bahriye”, H W (Editör) R S (Editör), Ilrd Congress on the Social and Economic History of Turkey ... Princeton ... 1983: proceedings. Varia Turcica, İstanbul v ISIS, 1990, s. 299-308; aynı müellif, “Piri Re'is”, Halil İnalcık (Editör) Cemal Kafadar
(Editör), Süleyman the Second and his time, İstanbul 1993, s.343-352; aynı müellif, “Piri Reis and Ottoman Discovery of the Great Discoveries”, Studia Islamica, 79, 1994 s. 121-142; aynı müellif, Piri Reis & Turkish Mapmaking after Columbus: the Khalili Portolan Atlas. 2nd ed., London 1996; H. J. Kissling, “Die Istrische Küste Im See-Atlas des Piri Reis”, In Studuia Slovenica Monacensia: Inhonorem Antonii Slodnjah Septuagenarii, s. 43-52; aynı müellif, “Zur Beschreibung des Rhone-Deltas in der Bahriye des Piri- Re'is”, İslam Tetkikleri Enst. Dergisi, 5 (1973), s.279-287; R. Mantran, “La Description des Cotes de la Tunisie Dans le Kitab-i Bahriye de Piri Reis”, Revue de l'Occident Musulman et de la Mediterranee, 24 (1977) s.223-235; aynı müellif, “La Description des Cotes de L’Egypte dans le Kitab-ı Bahriye de Piri Reis”, Amales Islamologiques, XVII, 1981, s. 287-310; aynı müellif, “La Description des Cotes Mediterraneennes de la France Dans le Kitab-i Bahriye de Piri Reis”, Revue de +■ l'Occident Musulman et de la Mediterranee, 39, 1985 s.69-78; Eleonor G. Sims, “The Turks and Illustrated Historical Texts”, 5 th International Congress of Turkish Art, 1978, s. 750-
26
751; A. Bausani,, “L'Italia nel Kitab-i Bahriyye di Piri Reis”, II Veltro, 23 II-IV, 1979, s. 173-196; aynı müellif, “Le Coste Toscane nel Kitab-i Bahriyye di Piri Reis”, A Marazzi (Editör), Studia Turcologica Memoriae Alexii Bombacı dicata. LU.O., 1982, s.29-40; aynı müellif, “La Costa Campana da Napoli a Policastro nel Portolano di Piri Reis (1521/1527)”, Annali della Facolta di Scienze Politiche (Universita di Cagliari), 9, 1983, s.71-80; aynı müellif, “Le Coste İoniche della Calabria da Taranto a Reggio nel Portolano di Piri Reis (1470-1554)”, Gli interscambi culturali e socio-economici fra lAfrica settentrionaie e lEuropamediterranea: Atti del Congresso Internazionale di Amalfi... 1983; aynı müellif, “Le Coste Della Penisola Salentina nel Portolano di Piri Reis”, Studi in onore di Francesco Gabrieli nel suo ottantesimo compleanno. Rome: Universita di Roma ""La Sapienza"", Dipartimento di Studi Orientali, 1984, s.53-59; aynı müellif, “La Costa Muggia-Trieste-Venezia nel Portolano (1521-27) di Piri Reis”, Studi arabo-islamici in onore di Roberto Rubinacci nel suo settantesimo compleanno. Naples; Istituto Universitario Orientale, 1985 (1988), s. 65-69; Abbas Hamdani, “Ottoman Response to the Discovery of America and the New Route to v India”, Journal of the American Oriental Society, 101/3, 1981, s. 323-330; Dict. of the Scient. Biography, X, 616-619 , E. Esin, “La Geographie Tunisienne de Piri Re'is, a la Lumiere des Sources Turques du Xe/XVIeSiecle”, Cahiers de Tunisie, 29 III-IV/ 117-118, 1981, s.585-605; aynı müellif, “La description des Cotes Algeriennes de Piri Ra'is”, Studies on Turkish-Arab Relations, 1986, s.47-60; aynı müellif, “Piri Reis's Map of Americas”, Turkish Review, 2/9, 1987, s.93-104; Sevim Tekeli, ""Kristoph Colomb'un Haritasına Dayanarak En Eski Amerika ■V Haritasını Çizen Türk Amirali Piri Reis"", Erdem, c. I, sayı: 3 Eylül 1985, s. 653-671; C. Allibert, “Une Description Turque de l'Ocean Indien au XVIe Siecle: l'Ocean Indien Occidental Dans le Kitab-i Bahrije de Piri Re'is (1521)”, Etudes Ocean Indien, 10, 1988, s.9-51; J. M. Rogers, “ Itineraries and Town View in Ottoman Histories”, The History of Cartography, volüme two, book one, Cartography in the traditional Islamic and South Asian Societies, ed. by J. B. Harley and David Woodward, Chicago 1992, s. 230-232, 234-235, 252; G. C. Mclntosh, “Christopher Columbus and the Piri Reis Map of 1513”, American Neptune, 53 IV, V 1993 s.280-294; L. Galoppini, “Isola e Citta Toscane nel Kitab-ı Bahriyye di Piri Reis”, Archivio Storico Italiano, 151 / 555, 1993, s.3-12; R. W. Stephenson, “The Piri Reis Chart of 1513; its Significance and use”, Turkish Review, 7/34, 1993, s.77-81; Thomas D. Goodrich, ""Supplemental Maps in the Kitab-ı Bahriye of Piri Reis"", Archivum Ottamanicum, XIII (1993-94), s. 117-141; Muharrem Cerabregu, “Scientific Benefits from Piri Reis's Kitab-i Bahriye V and its Position in the History of Cartography”, XI. Türk Tarih Kongresi, Ankara 1990, Ankara 1994, s.l 105-1125; E. İhsanoğlu, Büyük Cihad’dan Frenk Fodulluğuna, İstanbul, 1996, s. 211-212; C. İzgi, Osmanh Medreselerinde İlim, İstanbul 1997, II, 255-256; Mahmud Ak,'
27
Tlind Donanması Kaptanı ve Bahriye Müellifi Piri Reis, Osmanlı, VIII, s. 772-377.",
11,PÎRÎ REÎS,,Kitâb-ı Bahriye,T,,YES,"*Hüsrev Paşa, nr. 272: nesihle 172 yaprak, 21x20,5(9,5x20,4) cm, 25 str. İstinsahı H. 978’de.
*Hamidiye, nr. 971: nesihle yap. l^-165a, 116 harita, 27,7x40,5(18,6x36,5) cm. İstinsahı H. XI. asırda.
*Dresden, Sâchsische Landesbibliothek, MS. Eb. 389: 119 harita, 28,7x19,9 cm. İstinsahı H. 961’de.
*Bologna, Marsigli, MS. 3613: Harekeli nesihle, 21x30,6 cm. İstinsahı H. 977’de. 125 harita, 30,6x21 cm. Rosan, Remarques..., s. 19; Frattorello- Folli, Esplorazioni, s. 88.
*Bodleian, MS. d’orville 543: 142 harita, 29x20,3 cm. İstinsahı H. 996’da.
*Tübingen, Or. Foliant 4133: Nesihle yap. 3a-209a, 29x20,5(21x15) cm, 13 str. İstinsahı H.
1054’de. B. Flemming, I, 238-239
*British Museum, MS. Or. 4131: 137 harita, 29,3x20,4 cm. İstinsahı H. XI. asırda.
*Bologna, Marsigli, MS. 3612: 105 harita, 31,2x21,6 cm. Rosan, Remarques..., s. 19;
Frattorello- Folli, Esplorazioni, s. 88.
*Vienna, cod. H. O. 192: 172 yaprak, 13 civarında harita, 21,4x31,6 cm.
İkinci Redaksiyonun ","H. 978; H. 961; H. 977; H. 996; H.
1054; H. XI; H. XI; 3613; 4133; 4131; 3612","21x20,5(9,5x20,4) cm; 27,7x40,5(18,6x36,5) cm; 28,7x19,9 cm; 21x30,6 cm; 30,6x21 cm; 29x20,3 cm; 29x20,5(21x15) cm; 29,3x20,4 cm; 31,2x21,6 cm; 21,4x31,6 cm",NO,,,,,,Afrika; Akdeniz; Ankara; Basra; Basra Körfezi; Ege Denizi; Mısır; Revan,"SO, II, 44; K. Foy, “Die Vindrose bei Osmanen und Greichen mit Benutzug der Bahriye des admirals Piri Reis vom Fahr 1520 f."", MSOS, 11 (1908), s. 234-247; E. Sachau, “Sicilien nach dem Turkischen Geographen Piri Reis”, Centenario Amari, II (1910) s. 1-10; OM, III, 315; Franz Taeschner, “Die Geographische Literatür der Osmanen”, ZDMG N.F. 2, LXXVIII, 1923, s. 43-48; P. Kahle, “Piri Re'is und Seine Bahrije”, Beitr. zur hist. Geog., Kultur-geog., Ethnog. und Kartog. vornehmlich des Orients, hrsg. von Hans Mzik, 1929, s.60-76; aynı müellif, Die verschollene Columbus Kart von Jahr 1498 in einer turkischen Weltkarte vom 1513, Leipzig 1933; aynı müellif, “A Lost Map of Colombus”, Geographical Review, 'V XXIII, 1933, s. 621-638; aynı müellif, “Piri Reis the Turkish Sailor and Cartographer”, Journal of the Panjab University Historical Society, 4 (1956), s. 99-108; R. Almagia, “1 Mappamondo di Piri Reis e la Carta di Colombo del 1498”, Bollettino della Reale Societa Geografica Italiana, 71 (1934) s.442-449; Afet İnan, “Un Amiral, Geographe Turc du XVIe
25
Siecle. Piri Reis, Auteıır de la Plus Ancienne Carte de l'Amerique”, Türk Tarih Kurumu, (1937) + s.333-349; aynı müellif, Piri Reis’in Hayatı ve Eserleri, Ankara 1974; İbrahim Hakkı -v (Konyalı), Topkapısarayı'nda Deri Üzerine Yapılmış Eski Haritalar, İstanbul, s. 53-54, 64-65,
66-74, 77-78, 122-129; Adıvar, s. 74-85;Türk Meşhurları, s. 309-310; Fuad Ezgü, ""Piri Reis"" 4-maddesi, ÎA, IX, 561-564; TA, XXVII, 30-33; “Turkish Maps in the Topkapı Saray Museum”,
Imago Mundi, VI, 1949, s. 92; H. G. Yurdaydın, ""Kitab-ı Bahriye'nin Telifi Meselesi"", DTCFD, X/l-2, Ankara 1952, s. 143-146; Leo Bagrow, “A Tale From the Bosphorus (some impressions from my work at the Topkapı Saray Library)”, Imago Mundi, XII, 1955, s. 28; F. Babinger, “Seyyid Nuh and his Turkish Sailing Handbook”, Imago Mundi, XII, 1955, s. 181; Charles H. Hapgood, Maps of the Ancient Sea Kings Eyzation in the Ice Age, Philadelphia and New-York 1966, s. 4-21; aynı müellif, Maps of the Ancient Sea King Evidence of Advanced Civilization in the Ice Age The Secrets of the Piri Reis Map and The Piri Reis Map in Detail a Biography of Piri Reis, Nevvyork 1966, s. 209-247; E. H. Van de Waal, “Manuscript Maps in the Topkapı Saray Library, İstanbul”, Imago Mundi, XXIII, 1969, s. 81-84; Svat Soucek, Islamic Chapting in the Mediterranean, aynı eser, s. 265-279, 288, 290-292; aynı müellif, , “The Ali Macar Reis Atlas and the Deniz Kitabı: Their Place in the Genre of Portolan Charts and Atlases”, Imago Mundi, XXV, 1971, s. 26-27; aynı müellif, “A Propos du Livre d'İnstructions Nautiques de Piri Re'is”, Revue des etudes islamiques, 41 (1973) s.241-255; aynı müellif, “Tunisia in the Kitab-ı Bahriye by Piri Reis”, Archivum Ottomanicum, 5 (1973), s.129-296; aynı müellif, A- “Cairo in Piri Reis's Kitab-ı Bahriye”, H W (Editör) R S (Editör), Ilrd Congress on the Social and Economic History of Turkey ... Princeton ... 1983: proceedings. Varia Turcica, İstanbul v ISIS, 1990, s. 299-308; aynı müellif, “Piri Re'is”, Halil İnalcık (Editör) Cemal Kafadar
(Editör), Süleyman the Second and his time, İstanbul 1993, s.343-352; aynı müellif, “Piri Reis and Ottoman Discovery of the Great Discoveries”, Studia Islamica, 79, 1994 s. 121-142; aynı müellif, Piri Reis & Turkish Mapmaking after Columbus: the Khalili Portolan Atlas. 2nd ed., London 1996; H. J. Kissling, “Die Istrische Küste Im See-Atlas des Piri Reis”, In Studuia Slovenica Monacensia: Inhonorem Antonii Slodnjah Septuagenarii, s. 43-52; aynı müellif, “Zur Beschreibung des Rhone-Deltas in der Bahriye des Piri- Re'is”, İslam Tetkikleri Enst. Dergisi, 5 (1973), s.279-287; R. Mantran, “La Description des Cotes de la Tunisie Dans le Kitab-i Bahriye de Piri Reis”, Revue de l'Occident Musulman et de la Mediterranee, 24 (1977) s.223-235; aynı müellif, “La Description des Cotes de L’Egypte dans le Kitab-ı Bahriye de Piri Reis”, Amales Islamologiques, XVII, 1981, s. 287-310; aynı müellif, “La Description des Cotes Mediterraneennes de la France Dans le Kitab-i Bahriye de Piri Reis”, Revue de +■ l'Occident Musulman et de la Mediterranee, 39, 1985 s.69-78; Eleonor G. Sims, “The Turks and Illustrated Historical Texts”, 5 th International Congress of Turkish Art, 1978, s. 750-
26
751; A. Bausani,, “L'Italia nel Kitab-i Bahriyye di Piri Reis”, II Veltro, 23 II-IV, 1979, s. 173-196; aynı müellif, “Le Coste Toscane nel Kitab-i Bahriyye di Piri Reis”, A Marazzi (Editör), Studia Turcologica Memoriae Alexii Bombacı dicata. LU.O., 1982, s.29-40; aynı müellif, “La Costa Campana da Napoli a Policastro nel Portolano di Piri Reis (1521/1527)”, Annali della Facolta di Scienze Politiche (Universita di Cagliari), 9, 1983, s.71-80; aynı müellif, “Le Coste İoniche della Calabria da Taranto a Reggio nel Portolano di Piri Reis (1470-1554)”, Gli interscambi culturali e socio-economici fra lAfrica settentrionaie e lEuropamediterranea: Atti del Congresso Internazionale di Amalfi... 1983; aynı müellif, “Le Coste Della Penisola Salentina nel Portolano di Piri Reis”, Studi in onore di Francesco Gabrieli nel suo ottantesimo compleanno. Rome: Universita di Roma ""La Sapienza"", Dipartimento di Studi Orientali, 1984, s.53-59; aynı müellif, “La Costa Muggia-Trieste-Venezia nel Portolano (1521-27) di Piri Reis”, Studi arabo-islamici in onore di Roberto Rubinacci nel suo settantesimo compleanno. Naples; Istituto Universitario Orientale, 1985 (1988), s. 65-69; Abbas Hamdani, “Ottoman Response to the Discovery of America and the New Route to v India”, Journal of the American Oriental Society, 101/3, 1981, s. 323-330; Dict. of the Scient. Biography, X, 616-619 , E. Esin, “La Geographie Tunisienne de Piri Re'is, a la Lumiere des Sources Turques du Xe/XVIeSiecle”, Cahiers de Tunisie, 29 III-IV/ 117-118, 1981, s.585-605; aynı müellif, “La description des Cotes Algeriennes de Piri Ra'is”, Studies on Turkish-Arab Relations, 1986, s.47-60; aynı müellif, “Piri Reis's Map of Americas”, Turkish Review, 2/9, 1987, s.93-104; Sevim Tekeli, ""Kristoph Colomb'un Haritasına Dayanarak En Eski Amerika ■V Haritasını Çizen Türk Amirali Piri Reis"", Erdem, c. I, sayı: 3 Eylül 1985, s. 653-671; C. Allibert, “Une Description Turque de l'Ocean Indien au XVIe Siecle: l'Ocean Indien Occidental Dans le Kitab-i Bahrije de Piri Re'is (1521)”, Etudes Ocean Indien, 10, 1988, s.9-51; J. M. Rogers, “ Itineraries and Town View in Ottoman Histories”, The History of Cartography, volüme two, book one, Cartography in the traditional Islamic and South Asian Societies, ed. by J. B. Harley and David Woodward, Chicago 1992, s. 230-232, 234-235, 252; G. C. Mclntosh, “Christopher Columbus and the Piri Reis Map of 1513”, American Neptune, 53 IV, V 1993 s.280-294; L. Galoppini, “Isola e Citta Toscane nel Kitab-ı Bahriyye di Piri Reis”, Archivio Storico Italiano, 151 / 555, 1993, s.3-12; R. W. Stephenson, “The Piri Reis Chart of 1513; its Significance and use”, Turkish Review, 7/34, 1993, s.77-81; Thomas D. Goodrich, ""Supplemental Maps in the Kitab-ı Bahriye of Piri Reis"", Archivum Ottamanicum, XIII (1993-94), s. 117-141; Muharrem Cerabregu, “Scientific Benefits from Piri Reis's Kitab-i Bahriye V and its Position in the History of Cartography”, XI. Türk Tarih Kongresi, Ankara 1990, Ankara 1994, s.l 105-1125; E. İhsanoğlu, Büyük Cihad’dan Frenk Fodulluğuna, İstanbul, 1996, s. 211-212; C. İzgi, Osmanh Medreselerinde İlim, İstanbul 1997, II, 255-256; Mahmud Ak,'
27
Tlind Donanması Kaptanı ve Bahriye Müellifi Piri Reis, Osmanlı, VIII, s. 772-377.",
11,PÎRÎ REÎS,,"
*Hazine, nr. 642: nesihle 421 yaprak, 22x31,5 cm, 15 str. Hicri 932 tarihinde yazılıp Kanuni’ye takdim edilen nüshadır. F. Karatay, TY, nr. 1336.
*Bağdad Köşkü, nr. 338: 95 yaprak, 19,5x28,5 cm, 19 harita ihtiva eder. Adriyatik denizi, Marmara denizi sahillerine ve bu denizlerdeki adalara aittir. İmroz ve Eşek adalarının haritalarıyla başlar. Marmaris ve etrafının haritasıyla sona erer.
*Bağdad Köşkü, nr. 337: metin eksik, harekeli nesihle 168 yaprak, 20,5x30 cm, 19 str. İstinsahı H. 982’de. F. Karatay, TY, nr. 1338.
*Bodleian, nr. 2079: İstinsahı H. 996’da. Sachau-Ethe, Cat. of the Persian, Turkish Mss.in the Bodleian, s. 1177-1179.
*Revan Köşkü, nr. 1633: nesihle 435 yaprak, 22x32,5 cm, 15 str. İstinsahı H. X. asırda, F. Karatay, TY, nr. 1337.
23
*Ayasofya, nr. 2612: nesihle 429 yaprak, 22x32(11,8x18,3) cm, 15 str. İstinsahı H. X. asırda. *İstanbul Üniversitesi, TY, nr. 6605: nesihle 366 yaprak, 22,5x33,7 (16x25,5) cm. İstinsahı H. X. asırda.
*Yeni Cami, nr. 790: nesihle 200 yaprak, 23,7x35,4 (14x21,6) cm, 17 str. İstinsahı H. X. asırda.
*Bibliotheque Nationale, nr. 220: nesihle 157 yaprak, 22,5x32,5 cm. İstinsahı H. X. asırda. Cat. Blochet, I, 268-269.
*Bibliotheque National, nr. 956: harekeli nesihle 434 yaprak, 23x35 cm. İstinsahı H. X. asırda. Cat. Blochet, II, 108.
*Nuruosmaniye, nr. 2997: nesihle yap. l^-204a, 124 harita, 28,7x19,9 (21,7x14,3) cm, 17 str. İstinsahı Muştala b. Muhammed al-Cundî tarafından H. 1038’de.
*Nuruosmaniye, nr. 2990: talikle 160 yaprak, 126 harita, 30x20 (20x10) cm, 21 str. İstinsahı Ahmed b. Mustafa tarafından H. 1055’te.
*Hamidiye, nr. 945: nesihle yap. l^-109a, 25,3x36 (16x27,5) cm, 25 str. Ferağ kaydr.o-aâ j_S
^jJruİJLİI	dlâI ■ « ->■ a ı ı7ılI «GLlujJ IJ. A. ""l ^_âl-»xxa a.,, Jj	ucJI «llaJj-Aİ I ijjb
\.y. 41^ 4^=JI
* Muallim Cevdet, nr. 0. 30: nesihle 336 yaprak, 21x30,5(12,5x20) cm, 17 str. İstinsahı Ahmed b. Abdi Kapudan tarafından H. 1093’te.
*İstanbul Üniversitesi, TY, nr. 123/2: nesihle yap. 309^-470a, 20,6x29,2(15x24,2) cm, 19 str. İstinsahı H. XI. asırda.
*Ayasofya nr. 3161: nesihle 202 yaprak, 19,8x27,6(13,5x21,2) cm, 17 str. İstinsahı Hacı Mahmud Reis tarafından H. XI. asırda.
*Köprülü, II, kısım, nr. 172: nesihle 179 yaprak, 25,8x35(14,8x23) cm, 19 str. İstinsahı H. XI. asırda. Köprülü Kataloğu, II, 494-495 nr. 172.
*Kuveyt, Dâr al-Âsâr al-İslâmiyya, nr. LNS. 75 MS.: 192 yaprak, 131 harita, 21,2x31,7 cm. İstinsahı H. 1100’de.
*Ayasofya, nr. 2605: nesihle 229 yaprak, 20x29,2(10,5x18,5) cm, 21 str. İstinsahı Muhammed b. Kalafat tarafından Şevval 1113’te.
*Hüsrev Paşa, nr. 264: nesihle 405 yaprak, 23,7x35,4(15x24) cm, 19 str.
Ferağ Kaydı: p4jlA	j	I
\ \ A i 4'u n ^^3 LJ L&. jÜÂj-u *Köprülü, II, kısım, nr. 171: nesihle 426 yaprak, 21,5x31,5(12x22) cm, 15 str. İstinsahı H. XII. asrın başlarında. Köprülü Kataloğu, II, 494, nr. 171.
*Ali Emiri, Türki-Coğrafya, nr. 1. nesihle 218 yaprak, 22,5x32(14x23) cm, 19 str. sonu eksik, istinsahı H. XII. asırda.
24
*Deniz Müzesi, nr. 990: nesihle 271 yaprak, 20x31(16x22,8) cm, 15 str. İstinsahı H. XII. asırda.
*Deniz Müzesi, nr. 987/2: nesihle yap. 1^-96^, 20,7x29,3(11,8x12,5) cm, 23 str. Zahrında “ Bu kitap Hendese-i Hümâyun’da Mehmed Azız mirinde sene 1211” kaydı var.
*Deniz Müzesi, nr. 988: harekeli nesihle 361 yaprak, 22,5x34,5 (15x24,5) cm, 19 str. İstinsahı H. XIII. asırda H. Hüsnü Paşa’nın 19 Ağustos 1312 rumi tarihli hediye kaydım taşır.
*Deniz Müzesi, nr. 987: harekeli nesihle 427 yaprak, 20,7x31(12,5x20,5) cm, 15 str. İstinsahı H. XIII. asırda. Bahriye Nazırı Haşan Hüsnü Paşa’nın 19 Ağustos 1312 rumi tarihli hediye kaydını taşımaktadır.
*Câmi‘at al-Kâhira, İbrahim Hilmi, nr. 4415: nesihle 204 yaprak, 22x31 cm, 15 str. Fihris Maktabat al-Amîr İbrahim Hilmi, Şark Yazmaları, s. 108-109.
*Wien, m. 1275: Flügel, II, 427.
^Baltimore, Walters Art Gallery, M.S.W. 658: 376 yaprak, 239 harita, 23,5x34 cm.
*Deniz Müzesi, nr. 989: 226 harita, 21x31,3 cm.
Metinsiz nüshalar:
*Bağdad Köşkü, nr. 1411: sadece haritalar, 95 yaprak, 19,5x28,5 cm. F. Karatay, TY, nr. 1411. *Berlin, nr. 184: 49 tane harita, 42x55 cm. W. Pertsch, s. 203-210.
*Bologna, Marsigli, MS. 3609: 204 harita, 27,7x42,1 cm.
Müntehab nüshalar:
*Aşir Efendi, nr. 227: talikle 97 yaprak, 18,8x28 cm. İstinsahı H. 1055’te.
*Kandilli Rasathanesi, nr. 340/3: nesihle yap. 19^-62a, 21x30 (16,5x24,8) cm, baştan bir kısmı mevcut. KRKYEK, II, ",,,,,,,,,,,,,,,
12,İBN ZUNBUL,,Kânun al-Dunyâ,A,,NO,,,,NO,,,,,,,"F. Klein-Franke, “The Geomancy of Ahmad b. 'Ali Zunbul: a Study of the Ambic Corpus Hermeticum”, Ambix, 20 (1973) s. 26-35; B. Lellouch, “ibn Zunbul, un Egyptien Face a l'Universalisme Ottoman (seizieme siecle)”Studia Islamica, 79, 1994 s.143-155; O ALT, s. 183-184.",
12,İBN ZUNBUL,,Tuhfat al-Mulük va’l-Rağâib li mâ fî’l-Barr va’l-Bahr min al-‘Acâ’ib va’l-Ğarâ’ib,A,,YES,"*Revan Köşkü, nr.1638: nesihle 460 yaprak, 20x28 cm, 29 str. İstinsahı Ahmed b. ‘Alı b. al-Hasan al-Su‘üdı tarafından H. 970 yılında. Nüshada 322 tane şekil ve minyatür bulunmaktadır. F. Karatay, AY., nr.6562.
*Berlin, nr.668: nesihle 121 yaprak, eserin sadece 22. ve 23. makaleleri, 15x20(9,5x16) cm, 19 str. İstinsah H. 1100’de. Ahlwardt, V, nr.5889, yazmanın sonunda İbn Zunbul’un eserlerinin bir listesi yer alır.
Acaba, Hâvi’l-‘Acâ’ib va Mazhar al-Ğarâ’ib adıyla zikredilen eseri de Kânun al-Dunyâ’nnn başka bir adı mıdır? (Fihris al-Mahtütât al-‘Arabiyya fî Hizânat Kâsim Muhammed Racab, II, 16).
",H. 970; H. 1100,"20x28 cm; 15x20(9,5x16) cm",NO,,,,,,Adalar,"F. Klein-Franke, “The Geomancy of Ahmad b. 'Ali Zunbul: a Study of the Ambic Corpus Hermeticum”, Ambix, 20 (1973) s. 26-35; B. Lellouch, “ibn Zunbul, un Egyptien Face a l'Universalisme Ottoman (seizieme siecle)”Studia Islamica, 79, 1994 s.143-155; O ALT, s. 183-184.",
12,İBN ZUNBUL,,,,,,,,,,,,,,,,,
